"","pop","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"367","1",125133,179179,180186,130132,144144,125129,NA,NA,NA,NA,NA
"368","1",133133,179179,184184,126128,144144,123129,NA,NA,NA,NA,NA
"369","1",125131,179179,176180,130132,144144,129129,NA,NA,NA,NA,NA
"370","1",125127,173181,174184,128128,142146,125129,NA,NA,NA,NA,NA
"371","1",133133,179179,NA,126128,142144,125129,NA,NA,NA,NA,NA
"372","1",125125,179179,174186,122130,144144,125133,NA,NA,NA,NA,NA
"373","1",125131,181181,180186,136142,146146,123125,NA,NA,NA,NA,NA
"374","1",127133,179179,174174,122128,142142,123133,NA,NA,NA,NA,NA
"375","1",125127,179179,186190,128130,144144,123129,NA,NA,NA,NA,NA
"376","1",125125,179181,184184,126128,144144,125129,NA,NA,NA,NA,NA
"377","1",125129,179179,184184,128130,144146,123125,NA,NA,NA,NA,NA
"378","1",125133,173181,174186,128128,142146,125125,NA,NA,NA,NA,NA
"379","1",125133,179179,184184,128130,142144,123123,NA,NA,NA,NA,NA
"380","1",131133,173179,174184,122136,142144,125125,NA,NA,NA,NA,NA
"381","1",125133,179179,184184,130130,144144,123131,NA,NA,NA,NA,NA
"382","1",129133,179179,184186,126128,146146,129133,NA,NA,NA,NA,NA
"383","1",133133,179179,184186,126136,146146,125129,NA,NA,NA,NA,NA
"384","1",125127,173181,184186,122136,144146,125129,NA,NA,NA,NA,NA
"385","1",129133,179179,186186,128132,144146,123125,NA,NA,NA,NA,NA
"386","1",125125,179179,184186,128130,144144,123125,NA,NA,NA,NA,NA
"387","1",127133,179179,184186,126136,144146,123125,NA,NA,NA,NA,NA
"388","1",127133,179179,184184,136136,144146,125125,NA,NA,NA,NA,NA
"389","1",125127,179181,174184,128128,142146,125129,NA,NA,NA,NA,NA
"390","1",127133,179179,186186,126134,144146,123125,NA,NA,NA,NA,NA
"391","1",125127,179181,174184,130134,144146,123125,NA,NA,NA,NA,NA
"392","1",127133,179179,178184,130134,142146,125129,NA,NA,NA,NA,NA
"393","1",127127,179181,182182,122134,146146,125129,NA,NA,NA,NA,NA
"394","1",127129,179179,174184,122150,144146,125131,NA,NA,NA,NA,NA
"395","1",131133,179181,180184,132132,144146,129129,NA,NA,NA,NA,NA
"396","1",125133,173179,184184,130134,144146,123129,NA,NA,NA,NA,NA
"397","1",125127,179179,180184,128136,144146,125129,NA,NA,NA,NA,NA
"398","1",125133,173185,NA,122136,146146,125129,NA,NA,NA,NA,NA
"399","1",127133,179179,NA,136136,142146,125131,NA,NA,NA,NA,NA
"400","1",129129,179179,NA,126126,146144,129133,NA,NA,NA,NA,NA
"401","1",133133,173179,186186,122132,144146,123129,NA,NA,NA,NA,NA
"402","1",133133,179179,NA,126136,146146,125129,NA,NA,NA,NA,NA
"403","1",133133,173179,186186,122128,146144,125129,NA,NA,NA,NA,NA
"404","1",133133,179179,NA,128134,146144,129129,NA,NA,NA,NA,NA
"405","1",125133,179179,178178,NA,146146,125129,NA,NA,NA,NA,NA
"406","1",125133,179179,NA,128142,146146,125129,NA,NA,NA,NA,NA
"407","1",125133,179185,184184,118126,144144,123129,NA,NA,NA,NA,NA
"408","1",127133,179181,182186,126126,146146,123125,NA,NA,NA,NA,NA
"409","1",125125,179179,176190,130130,NA,125129,NA,NA,NA,NA,NA
"410","1",129133,179181,186186,NA,144146,125131,NA,NA,NA,NA,NA
"411","1",127133,179181,182184,126138,144144,123131,NA,NA,NA,NA,NA
"412","1",127133,179179,174174,128128,142144,123131,NA,NA,NA,NA,NA
"413","1",129133,179179,184184,130138,142144,129129,NA,NA,NA,NA,NA
"414","1",125133,179179,174174,130134,142146,125131,NA,NA,NA,NA,NA
"415","1",125125,179181,174184,130134,142144,125129,NA,NA,NA,NA,NA
"416","1",125127,179181,186186,130142,142144,125133,NA,NA,NA,NA,NA
"417","1",125127,179181,180186,126138,144144,123125,NA,NA,NA,NA,NA
"418","1",133133,179179,NA,124134,142146,125131,NA,NA,NA,NA,NA
"419","1",127133,179179,174186,128134,142146,125125,NA,NA,NA,NA,NA
"420","1",129133,179179,184186,136142,142146,125131,NA,NA,NA,NA,NA
"421","1",125133,179181,174186,122122,142146,125125,NA,NA,NA,NA,NA
"422","1",125133,173179,176184,128150,144146,129131,NA,NA,NA,NA,NA
"423","1",129129,179179,174180,118126,144144,125135,NA,NA,NA,NA,NA
"424","1",125131,179179,180184,126128,144146,129133,NA,NA,NA,NA,NA
"425","1",129131,179185,180184,128130,144144,133133,NA,NA,NA,NA,NA
"426","1",125133,181181,174184,130132,144144,125131,NA,NA,NA,NA,NA
"427","1",125129,173181,174186,132136,146146,125125,NA,NA,NA,NA,NA
"428","1",125125,173179,180186,126136,144146,129131,NA,NA,NA,NA,NA
"429","1",125131,179181,174174,130132,144146,125129,NA,NA,NA,NA,NA
"430","1",125127,179179,176180,122132,144144,125129,NA,NA,NA,NA,NA
"431","1",129133,173181,174184,126130,144146,125129,NA,NA,NA,NA,NA
"432","1",125133,181181,184186,128130,142144,125131,NA,NA,NA,NA,NA
"433","1",125133,179181,184184,130134,146144,125129,NA,NA,NA,NA,NA
"434","1",125127,179179,184184,128136,144146,125125,NA,NA,NA,NA,NA
"435","1",125133,173179,174180,128138,142146,125129,NA,NA,NA,NA,NA
"436","1",125127,179179,186186,124132,144144,131133,NA,NA,NA,NA,NA
"437","1",125133,179181,174174,128134,142144,123125,NA,NA,NA,NA,NA
"438","1",125127,179179,174174,126130,142146,123125,NA,NA,NA,NA,NA
"439","1",129133,179179,186186,130134,142144,123125,NA,NA,NA,NA,NA
"440","1",125129,179181,174174,132132,144146,125133,NA,NA,NA,NA,NA
"441","1",125133,179179,186190,130134,144144,125129,NA,NA,NA,NA,NA
"442","1",125125,179179,178184,130136,142144,123129,NA,NA,NA,NA,NA
"443","1",125125,173179,174186,130150,144146,125125,NA,NA,NA,NA,NA
"444","1",129133,173179,174174,132136,144146,125131,NA,NA,NA,NA,NA
"445","1",125125,179179,178186,122128,142146,125131,NA,NA,NA,NA,NA
"446","1",129129,179179,174180,132132,144144,125133,NA,NA,NA,NA,NA
"447","1",125133,179179,174186,128142,144146,125125,NA,NA,NA,NA,NA
"448","1",127127,179179,174186,134142,146146,125125,NA,NA,NA,NA,NA
"449","1",127127,185185,NA,NA,144144,125125,NA,NA,NA,NA,NA
"450","1",125127,179179,NA,128128,144146,125125,NA,NA,NA,NA,NA
"451","1",125133,173179,174184,128130,144146,123131,NA,NA,NA,NA,NA
"452","1",125133,179179,174184,128142,142142,123125,NA,NA,NA,NA,NA
"453","1",125133,179179,180184,142142,146146,123125,NA,NA,NA,NA,NA
"454","1",127133,179181,184184,126128,142144,129131,NA,NA,NA,NA,NA
"455","1",125125,179181,174184,122122,142144,133133,NA,NA,NA,NA,NA
"456","1",133133,179181,178184,128128,142144,125131,NA,NA,NA,NA,NA
"457","1",129133,179179,174186,128142,142142,125125,NA,NA,NA,NA,NA
"458","1",125129,173179,174174,128130,142146,125125,NA,NA,NA,NA,NA
"459","1",125133,179179,186186,128132,144144,125125,NA,NA,NA,NA,NA
"460","1",125133,179181,174174,NA,NA,125129,NA,NA,NA,NA,NA
"461","1",125129,179179,184184,128130,144146,123129,NA,NA,NA,NA,NA
"462","1",131133,173179,186186,122142,142144,125129,NA,NA,NA,NA,NA
"463","1",133133,179179,184184,122130,142144,125129,NA,NA,NA,NA,NA
"464","1",133133,179179,186186,130142,144146,123127,NA,NA,NA,NA,NA
"465","1",133133,179179,184186,128128,142144,123131,NA,NA,NA,NA,NA
"466","1",125125,179179,186186,122126,142146,123125,NA,NA,NA,NA,NA
"467","1",127131,179179,174186,130130,144144,123125,NA,NA,NA,NA,NA
"468","1",127131,179179,174186,128130,142142,123123,NA,NA,NA,NA,NA
"469","1",127133,173179,184186,122128,146146,125125,NA,NA,NA,NA,NA
"470","1",125133,173179,174184,128130,144146,123131,NA,NA,NA,NA,NA
"471","1",125127,179181,174184,126130,144144,123123,NA,NA,NA,NA,NA
"472","1",133133,179179,186186,128130,142144,123125,NA,NA,NA,NA,NA
"473","1",127133,173181,184186,126138,144144,125129,NA,NA,NA,NA,NA
"474","1",127133,179179,184186,126136,144146,125131,NA,NA,NA,NA,NA
"475","1",125133,181181,184186,128130,142144,125131,NA,NA,NA,NA,NA
"476","1",133133,173181,174184,128128,142144,129131,NA,NA,NA,NA,NA
"477","1",125127,179179,184186,126126,146144,123123,NA,NA,NA,NA,NA
"478","1",125133,179179,174184,130130,142146,125131,NA,NA,NA,NA,NA
"479","1",125127,179181,184186,122132,144146,125125,NA,NA,NA,NA,NA
"480","1",125133,179181,182186,124130,142146,129131,NA,NA,NA,NA,NA
"481","1",127133,179181,174182,122130,142146,129129,NA,NA,NA,NA,NA
"482","1",133133,181181,174184,126128,144146,125133,NA,NA,NA,NA,NA
"483","1",129133,181181,180184,122130,142144,125125,NA,NA,NA,NA,NA
"484","1",133133,179181,180184,118126,144146,129129,NA,NA,NA,NA,NA
"485","1",125133,179179,184184,126136,142144,123125,NA,NA,NA,NA,NA
"486","1",127129,173179,184184,136136,142144,125135,NA,NA,NA,NA,NA
"487","1",127127,179179,174184,128130,144144,125125,NA,NA,NA,NA,NA
"488","1",125127,179179,184186,128136,144146,125125,NA,NA,NA,NA,NA
"489","1",125127,179179,184186,134136,144146,125125,NA,NA,NA,NA,NA
"490","1",125127,179181,NA,126128,144144,125129,NA,NA,NA,NA,NA
"491","1",125133,179179,184184,130132,144144,123125,NA,NA,NA,NA,NA
"492","1",127133,179179,174174,134136,144146,125129,NA,NA,NA,NA,NA
"493","1",125133,179181,NA,128130,130146,125129,NA,NA,NA,NA,NA
"494","1",125127,179179,186190,128130,144144,123129,NA,NA,NA,NA,NA
"495","1",125133,173179,180186,130132,144146,129131,NA,NA,NA,NA,NA
"496","1",125129,181181,174174,130136,144144,125125,NA,NA,NA,NA,NA
"497","1",133133,173185,184184,126132,142146,125129,NA,NA,NA,NA,NA
"498","1",125127,181181,174186,122134,142146,125129,NA,NA,NA,NA,NA
"499","1",133133,179185,180186,122134,146146,129129,NA,NA,NA,NA,NA
"500","1",133133,179185,180186,122134,144144,129129,NA,NA,NA,NA,NA
"501","1",133133,185185,NA,126126,142148,NA,NA,NA,NA,NA,NA
"502","1",129129,185185,176184,NA,142148,NA,NA,NA,NA,NA,NA
"503","1",125133,185185,180180,126126,142148,125129,NA,NA,NA,NA,NA
"504","1",125129,185185,180180,122134,146146,125131,NA,NA,NA,NA,NA
"505","1",125133,179179,180180,122134,146146,125129,NA,NA,NA,NA,NA
"506","1",NA,185185,180180,126126,142148,129129,NA,NA,NA,NA,NA
"507","1",125125,185185,174184,126126,142148,125129,NA,NA,NA,NA,NA
"508","1",125133,179181,174184,124124,NA,129129,NA,NA,NA,NA,NA
"509","1",125133,179181,174184,126126,142148,123129,NA,NA,NA,NA,NA
"510","1",NA,185185,174184,126126,142148,NA,NA,NA,NA,NA,NA
"511","1",131131,179185,182190,130130,144148,119125,123131,240242,NA,NA,NA
"512","1",129133,173179,184188,126138,144146,123123,123131,238242,NA,NA,NA
"513","1",133133,179179,NA,130138,144146,125131,123131,238242,NA,NA,NA
"514","1",129129,179185,182184,128138,146146,119125,123131,238238,NA,NA,NA
"515","1",129133,179185,190190,136136,NA,125131,123131,238242,NA,NA,NA
"516","1",129133,179179,180188,126138,NA,123127,123131,238242,NA,NA,NA
"517","1",129133,179179,184188,128136,NA,125131,123131,240242,NA,NA,NA
"518","1",125135,179185,176180,122128,142142,129131,123123,240242,NA,NA,NA
"519","1",131135,179181,176188,122134,142146,129129,123129,238240,NA,NA,NA
"520","1",131131,173185,188188,122134,142142,129129,123129,238242,NA,NA,NA
"521","1",131131,179181,188188,128136,142146,129131,123129,238242,NA,NA,NA
"522","1",131135,185185,184188,124136,142146,NA,123131,242242,NA,NA,NA
"523","1",125135,179181,180180,128128,140142,125131,123131,242242,NA,NA,NA
"524","1",129129,173181,180188,130132,144144,125129,123131,NA,NA,NA,NA
"525","1",125133,179179,182182,126150,146146,127127,123129,NA,NA,NA,NA
"526","1",NA,179179,178180,128132,150150,NA,123131,242242,NA,NA,NA
"527","1",NA,179181,188190,132140,134134,123127,123131,226242,NA,NA,NA
"528","1",127129,169171,174184,NA,128128,121121,131131,242242,NA,NA,NA
"529","1",NA,181181,170172,124130,144144,121127,123131,238242,NA,NA,NA
"530","1",131131,173179,174178,124126,146146,125129,123131,242242,NA,NA,NA
"531","1",NA,179181,170172,134138,142144,NA,123131,242242,NA,NA,NA
"532","1",127127,179181,174180,122128,146146,131133,123123,NA,NA,NA,NA
"533","1",NA,NA,172174,122126,NA,119125,123131,242242,NA,NA,NA
"534","1",NA,NA,180184,118132,144146,123129,123131,242242,NA,NA,NA
"535","1",NA,179179,174184,118122,144144,131131,123131,NA,NA,NA,NA
"536","1",NA,179179,174186,140140,144146,127127,123131,238242,NA,NA,NA
"537","2",123131,179179,NA,126136,134146,119127,123131,242242,NA,NA,NA
"538","1",NA,185185,180184,118122,126144,123127,123131,238242,NA,NA,NA
"539","1",123131,173179,NA,134138,142144,123127,123131,NA,NA,NA,NA
"540","1",123131,179185,172186,136138,144148,121121,123123,NA,NA,NA,NA
"541","1",125129,179179,180184,122136,144144,NA,123131,NA,NA,NA,NA
"542","1",127127,179179,184186,130150,NA,125131,123131,238242,NA,NA,NA
"543","1",125133,179179,180184,128132,144148,131131,123127,NA,NA,NA,NA
"544","1",125129,185185,180186,130130,136142,129133,123123,NA,NA,NA,NA
"545","1",123127,181185,176182,132142,144146,121129,123131,242242,NA,NA,NA
"546","1",125131,179181,NA,NA,NA,125125,123131,242242,NA,NA,NA
"547","1",125129,179179,176178,124138,142144,NA,117129,NA,NA,NA,NA
"548","1",121131,191191,NA,118118,130130,125131,139139,NA,NA,NA,NA
"549","1",139139,181181,172172,130130,146146,135135,123131,242242,NA,NA,NA
"550","1",125131,183183,184184,130132,138150,125131,123131,238242,NA,NA,NA
"551","1",NA,179181,174174,130132,146150,119125,NA,NA,NA,NA,NA
"552","1",123123,181181,172172,130130,146146,123125,123123,NA,NA,NA,NA
"553","1",125129,179179,176178,130130,150152,125129,123131,242242,NA,NA,NA
"554","1",125129,177177,176178,130142,136142,125129,123131,242242,NA,NA,NA
"555","1",123123,179179,184184,130130,144144,123123,123131,242242,NA,NA,NA
"556","1",119127,179179,172180,124130,144148,119127,123131,242242,NA,NA,NA
"557","1",125129,183183,182182,124124,134134,129129,123131,242244,NA,NA,NA
"558","1",NA,179181,168174,124124,144146,129129,123131,NA,NA,NA,NA
"559","3",NA,181181,172182,124128,142142,131131,123131,238242,NA,NA,NA
"560","1",139139,179179,172178,128128,142142,131137,123131,238242,NA,NA,NA
